identifier,quote,tei
PMC3246293_JS10,products/rave_capture.htm,data/tei/PMC3246293.tei.xml
PMC3246293_JS13,CARAT IMPLEMENTATION,data/tei/PMC3246293.tei.xml
PMC3246293_JS14,"The overall flow of information when using CARAT is shown in Figure 1",data/tei/PMC3246293.tei.xml
PMC3246293_JS15,The current version of CARAT is built in C#.,data/tei/PMC3246293.tei.xml
PMC3246293_JS16,"The flow of information for study setup and data collection using CARAT.",data/tei/PMC3246293.tei.xml
PMC3246293_JS17,"CARAT does not require an Internet or database connection for the entry of new clinical data.",data/tei/PMC3246293.tei.xml
PMC3246293_JS20,"The workflow for CARAT, expanding on the data collection parts of Figure 1.",data/tei/PMC3246293.tei.xml
PMC3246293_JS21,"| The data model for CARAT is lightweight, combining an individual’s responses with their study-specific information and response validation prior to inserting the information in the database",data/tei/PMC3246293.tei.xml
PMC3246293_JS23,"An example of a questionnaire on CARAT, demonstrating: (1) Annotations may be stored for any question by clicking the pencil icon (the pencil icon then displays in green).",data/tei/PMC3246293.tei.xml
PMC3246293_JS25,CARAT USER INTERFACE,data/tei/PMC3246293.tei.xml
PMC3246293_JS29,EVALUATION OF CARAT,data/tei/PMC3246293.tei.xml
PMC3246293_JS44,"CARAT has the flexibility to interact with arbitrary databases, rather than a single proprietary database specialized for clinical assessments, thus allowing the ability of combining clinical and imaging data within a single repository",data/tei/PMC3246293.tei.xml
PMC2602909_MS01,Alignments were performed with Geneious (version3.0.6).,data/tei/PMC2602909.tei.xml
PMC2602909_MS02,"Top, immunoblot analysis; bottom, quantitation of immunoblot by Odyssey quantitation software (version 1.2) where 100 amount of dSOD1 polypeptide accumulated in cells expressing WT CCS1.",data/tei/PMC2602909.tei.xml
PMC5210339_JWC02,"analysis. All analyses were done with SAS (SAS Institute Inc., Cary, NC, version 9.4)..",data/tei/PMC5210339.tei.xml
PMC5071723_FJ02,"For power analysis, the power and sample size software PS v3.021 was used.",data/tei/PMC5071723.tei.xml
PMC3654430_JWC01,Phylogenetic trees were generated using the Neighbor–Joining method of ClustalX (ftp://ftp.ebi.ac.uk/pub/software/clustalw2/). Bootstrap mode (,data/tei/PMC3654430.tei.xml
PMC3526355_TL03,were analyzed with FCAP Array software (Soft Flow Inc.),data/tei/PMC3526355.tei.xml
PMC3526355_TL06,Statistical significance was determined with an unpaired two-tailed Student’s t test in Prism (GraphPad Software).,data/tei/PMC3526355.tei.xml
PMC5066378_SA01,"The maximum sum of sensitivity and specificity on the ROC curve determined the GPC3 cut-off level. All statistical analyses were performed via SPSS Statistics 17.0 (SPSS Inc., Chicago,IL, USA).",data/tei/PMC5066378.tei.xml
PMC3769764_MS01,"The signal peptide sequence of AgaA was predicted  through a SignalP program (http://www.cbs.dtu.dk/services/  SignalP/).",data/tei/PMC3769764.tei.xml
PMC3769764_MS02,TheLipoP1.0Server(http://www.cbs.dtu.dk/services/LipoP/)wasusedforagram-negativebacterialipoproteinsitesearchanalysis.,data/tei/PMC3769764.tei.xml
PMC3769764_MS03,Identityandpercentsimilarityoffull-lengthaminoacidsequenceswerecalculatedusingFASTAprogram(38).,data/tei/PMC3769764.tei.xml
PMC3769764_MS04,"PhylogeneticanalysiswasdonebytheNeighborJoiningmethodusingMEGA3.1,basedonsequencealignmentusingClustalW(1.81).",data/tei/PMC3769764.tei.xml
PMC3769764_MS06,"The sequence  was analyzed using the NCBI Blast N program and the  DNAssist program.",data/tei/PMC3769764.tei.xml
10.3846%2Fjbem.2010.30_TL01,"Here, the operator “defuzz” denotes the centroid method for defuzzification. Centroid defuzzification values have been obtained by using MATLAB R2008a Fuzzy Logic Toolbox as in Fig. 5.",data/tei/10.3846%2Fjbem.2010.30.tei.xml
PMC2386104_MZ02,"The quantitative analysis was performed with Multigauge software (Fujifi lm) in C and G ( n = 5, mean ± SEM; *, P < 0.01 vs. con-trol; † , P < 0.05 vs. control).",data/tei/PMC2386104.tei.xml
10.3846%2Fjbem.2010.28_JWC13,An example of a history graph displayed in ENS Inspire (Kersten and Noronha 1999) is presented in Fig. 8.,data/tei/10.3846%2Fjbem.2010.28.tei.xml
10.3846%2Fjbem.2010.28_JWC14,"alternative offers as the agreement proposals, like in Smartsettle (Thiessen and Soberg 2003).",data/tei/10.3846%2Fjbem.2010.28.tei.xml
PMC4851261_AN03,A p-value less than 0.05 was considered a signi cant difference. Figures were generated by Graphpad Prism Version 5 software.,data/tei/PMC4851261.tei.xml
PMC2700377_PS01,"Prism 4 software (GraphPad Software, Inc.) was used to perform tests for statistical significance.",data/tei/PMC2700377.tei.xml
PMC3467446_CB01,"Statistical analysis was performed using Statistical Package for the Social Sciences (SPSS) (Version 9.0, SPSS, Inc., Chicago, IL, USA).",data/tei/PMC3467446.tei.xml
10.1086%2Fma.20.3585423_TL02,"Therefore, we employ the Dynare software package of Juillard (2001) to compute the second-order approximation of the model economy.37",data/tei/10.1086%2Fma.20.3585423.tei.xml
PMC5210394_MS01,Statistical analyses were performed using the R statistical software computer program version 2.13.1 (R Foundation for Statistical Computing).,data/tei/PMC5210394.tei.xml
PMC4623719_CM01,"All analyzes were performed using SPSS®, version 17, and the significance level adopted was of 5%.",data/tei/PMC4623719.tei.xml
PMC5023377_AN02,APP intensity in white matter lesions (%) was quantified using Image-Pro.,data/tei/PMC5023377.tei.xml
PMC5023377_AN03,"myelination state, whose axoplasm was intercepted by a sampling line, were tagged and counted. (c) Mean g ratio (axon diameter divided by entire myelinated ber diameter) was determined using Image-Pro Plus software as described.6,59 Data represent mean ± SD; n = 5 mice per group",data/tei/PMC5023377.tei.xml
PMC5023377_AN05,"To quantify myelinated axons, a line-sampling method was used in accordance with our previous study.34 G ratio, i.e., axon diameter divided by the entire myelinated ber diameter, was determined using Image-Pro Plus so ware.6,59",data/tei/PMC5023377.tei.xml
PMC4215532_FJ01,"Next, the raw 3D T1 MRI data underwent processing for surface-based cortex reconstruction and volumetric segmentation using the Freesurfer image analysis software (http://surfer.nmr.mgh.harvard.edu/) version 5.1 installed on a CentOS4 x86_64 cluster. Firstly, the surface-based registration ap- proach incorporated into this software has been shown to have better re- producibility compared to Laplacian- or Registration-based methods for cortical thickness estimation (Clarkson et al., 2011)",data/tei/PMC4215532.tei.xml
PMC4812504_AN01,"Brightness and contrast were minimally adjusted and final figures composed with Pixelmator 3.4 Twist (Apple, Cuper- tino, CA).",data/tei/PMC4812504.tei.xml
PMC3448398_FJ01,"Lipid profile, i.e. low density lipoprotein (LDL), high density lipoprotein (HDL), triglyceride (TG), and cholesterol, was also assessed. Using SPSS18, data obtained from the study was analyzed by a variety of appropriate statistical tests",data/tei/PMC3448398.tei.xml
PMC4927739_MS05,Set up the measurement in the EBSD control software according to the operating manual.,data/tei/PMC4927739.tei.xml
PMC4927739_MS06,Read out the position of the EBSD pattern center and the detector distance for the chosen WD from the EBSD control software.,data/tei/PMC4927739.tei.xml
PMC4927739_MS07,Open the EBSD control software and load the calibration file for the chosen WD.,data/tei/PMC4927739.tei.xml
PMC4927739_MS08,"However, it should be noted that due to the specific interaction products of the primary electron beam with the semiconductor material used for the inspection of physical defect properties, the spatial resolution which can be achieved by CL, EBIC or ccEBSD investigations differs from each other.",data/tei/PMC4927739.tei.xml
PMC4927739_MS10,"The Kikuchi pattern stored as 8-bit JPEGs were evaluated by Fourier transformation (FT) and cross-correlation with a program ""ccEBSD"" writtenby one of the authors (PC).",data/tei/PMC4927739.tei.xml
PMC4927739_MS11,The statistical error determined from a ccEBSD line scan on a defect freeregion in a silicon single crystal is found to be 2 x 10-4 for all the strain tensor components.,data/tei/PMC4927739.tei.xml
PMC4927739_MS12,"From the ccEBSD investigations performed as a line scan in front of the re-crystallization track (white line in Figure 4A), the local strain tensor components along the line scan could be determined (Figures 4F and 4G).",data/tei/PMC4927739.tei.xml
PMC4927739_MS13,"Accordingtothelineartheoryofelasticity,the normal stress σ33 is equal to zero as presupposed in the evaluation program ""ccEBSD"".",data/tei/PMC4927739.tei.xml
PMC4927739_MS14,"If there is a crack on the EBSD line scan, then a ccEBSD evaluation cannot be performed over the whole scan with one reference pattern due to abrupt variations of the Kikuchi pattern causedbythegeometricaleffectsofthecrack.",data/tei/PMC4927739.tei.xml
PMC4927739_MS15,"Runthestart-upprocedureoftheCLdetectionsystembyswitchingonthepowersupplyforthemonochromator,thehigh-voltagepowersupply for photomultiplier tube (PMT), the PMT cooling system and the laptop with the CL control program.",data/tei/PMC4927739.tei.xml
PMC4927739_MS16,Start the CL control program andchoose measurement of PMT signal vs. time.,data/tei/PMC4927739.tei.xml
PMC4927739_MS17,Adjustthelight-collectingmirrortomaximizetheintegralCLintensityonthetestsamplebytiltingandrotatingthemirror.RecordaCLtestspectrum using the CL control program.,data/tei/PMC4927739.tei.xml
PMC4927739_MS18,Record CL spectra of the sample usingthe CL control program and save them to the hard disk of the laptop.,data/tei/PMC4927739.tei.xml
PMC4927739_MS19,RecordCLimageswiththeSEMcontrolprogramandsavethemtotheharddiskofthecomputer.,data/tei/PMC4927739.tei.xml
10.1111%2Fcoep.12177_TL02,"9. For a complete description, readers are directed to the TAXSIM website at http://users.nber.org/~taxsim/ and <ref type=""bibr"" target=""#b14"">Feenberg and Coutts (1993)</ref>.</p><p xml:id=""_J42JrRv"">",data/tei/10.1111%2Fcoep.12177.tei.xml
10.1108%2Fjes-01-2015-0013_HR01,The software stata provides a device to take into account the cross-sectional dependence,data/tei/10.1108%2Fjes-01-2015-0013.tei.xml
PMC4755524_CM01,"To assign gene function, InterProScan 527was con-ducted on the predicted ORFs.",data/tei/PMC4755524.tei.xml
10.1590%2Fs0034-71402003000400011_TL02,8The unemployment rate was seasonally adjusted using the x12-arima software.,data/tei/10.1590%2Fs0034-71402003000400011.tei.xml
10.1111%2F1475-4932.12059_JWC01,Gauss program for simulationsfor female labour supply,data/tei/10.1111%2F1475-4932.12059.tei.xml
PMC3177208_CBrown03,The active site structural motif of PDE12 (C) predicted based on the known crystal structure of the homologous EEP deadenylase CNOT6L (D) using the 3D-Jury algorithm (42) was modelled using the MODELLER 9v1 software (43).,data/tei/PMC3177208.tei.xml
PMC3177208_CBrown05,Radiolabelled products of mitochondrial translation as in (A) were quantified using ImageQuant software following exposure to a PhosphorImager cassette.,data/tei/PMC3177208.tei.xml
10.3846%2F1611-1699.2009.10.349-360_TL01,For applying the GARCH models Eviews6 software was used.,data/tei/10.3846%2F1611-1699.2009.10.349-360.tei.xml
PMC3282807_EK01,"The renal tissues of 4 weeks of diabetes were immunostained with anti–FN ED-A (1:200;left), and FNED-A positive area was quantified by using ImageJ software",data/tei/PMC3282807.tei.xml
PMC3282807_EK02,Renal nitrotyrosine accumulation wasmeasured by immunohistochemistry using anti-nitrotyrosine (1:200) (C) and quantified by using ImageJ,data/tei/PMC3282807.tei.xml
PMC3282807_EK03,Therenal lipids were detected by Oil Red O staining and quantified using ImageJ software,data/tei/PMC3282807.tei.xml
PMC3282807_EK04,"Lipid droplets in MMCs were detected by Oil Red O staining and quantified using ImageJ (mean of10 cells per picture, 5 pictures per group).",data/tei/PMC3282807.tei.xml
PMC4915762_AN01,"Descriptive sta- tistics and frequency tables were calculated and generated via Qualtrics software program,",data/tei/PMC4915762.tei.xml
PMC4915762_AN02,all inferential statistical cal- culations were conducted using Microsoft Excel 2013.,data/tei/PMC4915762.tei.xml
10.1257%2Fjep.2.1.153_TL01,"extreme bounds analysis,"" ""contract curve analysis,"" and so on in his SEARCH program",data/tei/10.1257%2Fjep.2.1.153.tei.xml
10.1257%2Fjep.2.1.153_TL02,"2 Leamer (1978) describes a program, SEARCH, to implement the ideas of that book, and it was used for the example in Leamer (1983).",data/tei/10.1257%2Fjep.2.1.153.tei.xml
PMC2678927_JWC01,Structure of theITGAMgene from NCBI MapViewer (Build 36.3) and theposition of relevant SNPs in this genomic region.,data/tei/PMC2678927.tei.xml
PMC4615379_JWC02,We used the IntaRNA tool to predict a putative interaction of the mRNAs transcribed from thesegenes and SorY.,data/tei/PMC4615379.tei.xml
PMC4615379_JWC03,SorY-takP seed region as predicted by IntaRNA.,data/tei/PMC4615379.tei.xml
10.1080%2F00213624.2016.1210384_TL01,Series are smoothed using the STATA hp filter.,data/tei/10.1080%2F00213624.2016.1210384.tei.xml
PMC4103437_EK01,"CLC Genomics Workbench software (CLC bio, Aarhus, Denmark) was used to separately assemble the C. huegelii sequences using the default assembly parameters.",data/tei/PMC4103437.tei.xml
PMC4103437_EK04,"Prim-ing sites were selected for 19 consensus sequences using Primer3 ( Rozen and Skaletsky, 2000 ); selection was based on product length, ease of primer de-sign, and gene designation.",data/tei/PMC4103437.tei.xml
PMC4181735_EK02,"For this purpose, an FTIR spectro-meter (Perkin-Elmer Spectrum 100Series; PerkinElmer Inc., Waltham, MA, USA), controlled with Spectrum Software version 6.1.0.0038, was used.",data/tei/PMC4181735.tei.xml
PMC4683424_SK01,"All participant images were oriented, cropped to exclude non-brain/skull data ) and analyzed using SIENAX version 2.6 ( <ref type=""bibr"" target=""#b61"">Smith et al., 2001</ref><ref type=""bibr"" target=""#b62"">Smith et al., , 2002</ref>).",data/tei/PMC4683424.tei.xml
PMC4683424_SK02,"Diffusion tensor image analysis was performedusing FMRIB Diffusion Toolbox (FDT) included in Functional MRI ofthe Brain Software Library (FSL) (Analysis Group, FMRIB, Oxford, UK)(Smith et al., 2004).",data/tei/PMC4683424.tei.xml
